CVE;advisory name;advisory URL;unknown PoC;Github PoC;Curl PoC;XML PoC;
CVE-2024-6961;SNYK-PYTHON-GUARDRAILSAI-7547137;https://security.snyk.io/vuln/SNYK-PYTHON-GUARDRAILSAI-754713;no;no;no;yes;
CVE-2024-6717;SNYK-GOLANG-GITHUBCOMHASHICORPNOMADCLIENTALLOCWATCHER-7548221;https://security.snyk.io/vuln/SNYK-GOLANG-GITHUBCOMHASHICORPNOMADCLIENTALLOCWATCHER-754822;no;no;yes;no;
CVE-2024-5979;SNYK-JAVA-AIH2O-7413594;https://security.snyk.io/vuln/SNYK-JAVA-AIH2O-741359;no;no;yes;no;
CVE-2024-5979;SNYK-JAVA-AIH2O-7413593;https://security.snyk.io/vuln/SNYK-JAVA-AIH2O-741359;no;no;yes;no;
CVE-2024-5273;SNYK-JAVA-ORGJENKINSCIPLUGINS-7116662;https://security.snyk.io/vuln/SNYK-JAVA-ORGJENKINSCIPLUGINS-711666;no;no;yes;no;
CVE-2024-5182;SNYK-GOLANG-GITHUBCOMMUDLERLOCALAIPKGMODEL-7315129;https://security.snyk.io/vuln/SNYK-GOLANG-GITHUBCOMMUDLERLOCALAIPKGMODEL-731512;no;no;yes;no;
CVE-2024-5182;SNYK-GOLANG-GITHUBCOMGOSKYNETLOCALAIPKGMODEL-7315130;https://security.snyk.io/vuln/SNYK-GOLANG-GITHUBCOMGOSKYNETLOCALAIPKGMODEL-731513;no;no;yes;no;
CVE-2024-5154;SNYK-GOLANG-GITHUBCOMCRIOCRIOSERVER-7210310;https://security.snyk.io/vuln/SNYK-GOLANG-GITHUBCOMCRIOCRIOSERVER-721031;no;no;yes;no;
CVE-2024-4956;SNYK-JAVA-ORGSONATYPENEXUS-6861919;https://security.snyk.io/vuln/SNYK-JAVA-ORGSONATYPENEXUS-686191;no;no;yes;no;
CVE-2024-4941;SNYK-PYTHON-GRADIO-7217834;https://security.snyk.io/vuln/SNYK-PYTHON-GRADIO-721783;no;no;yes;no;
CVE-2024-4890;SNYK-PYTHON-LITELLM-7218854;https://security.snyk.io/vuln/SNYK-PYTHON-LITELLM-721885;no;no;yes;no;
CVE-2024-43395;SNYK-UNMANAGED-MCJACK123CRAFTOS2-7707750;https://security.snyk.io/vuln/SNYK-UNMANAGED-MCJACK123CRAFTOS2-770775;no;no;yes;no;
CVE-2024-41121;SNYK-GOLANG-GOWOODPECKERCIORGWOODPECKERV2PIPELINEFRONTEND-7547130;https://security.snyk.io/vuln/SNYK-GOLANG-GOWOODPECKERCIORGWOODPECKERV2PIPELINEFRONTEND-754713;no;no;yes;no;
CVE-2024-41121;SNYK-GOLANG-GITHUBCOMWOODPECKERCIWOODPECKERPIPELINEFRONTEND-7547129;https://security.snyk.io/vuln/SNYK-GOLANG-GITHUBCOMWOODPECKERCIWOODPECKERPIPELINEFRONTEND-754712;no;no;yes;no;
CVE-2024-40075;SNYK-PHP-LARAVELLARAVEL-7548224;https://security.snyk.io/vuln/SNYK-PHP-LARAVELLARAVEL-754822;no;no;no;yes;
CVE-2024-39912;SNYK-PHP-WEBAUTHWEBAUTHNSYMFONYBUNDLE-7453169;https://security.snyk.io/vuln/SNYK-PHP-WEBAUTHWEBAUTHNSYMFONYBUNDLE-745316;no;no;yes;no;
CVE-2024-39903;SNYK-PYTHON-SOLARA-7448453;https://security.snyk.io/vuln/SNYK-PYTHON-SOLARA-744845;no;no;yes;no;
CVE-2024-39330;SNYK-PYTHON-DJANGO-7436514;https://security.snyk.io/vuln/SNYK-PYTHON-DJANGO-743651;no;no;yes;no;
CVE-2024-38519;SNYK-PYTHON-YTDLP-7416959;https://security.snyk.io/vuln/SNYK-PYTHON-YTDLP-741695;no;no;yes;no;
CVE-2024-38374;SNYK-JAVA-ORGCYCLONEDX-7369650;https://security.snyk.io/vuln/SNYK-JAVA-ORGCYCLONEDX-736965;no;no;no;yes;
CVE-2024-38358;SNYK-RUST-WASMER-7222570;https://security.snyk.io/vuln/SNYK-RUST-WASMER-722257;no;no;yes;no;
CVE-2024-35219;SNYK-JAVA-ORGOPENAPITOOLS-7148536;https://security.snyk.io/vuln/SNYK-JAVA-ORGOPENAPITOOLS-714853;no;no;yes;no;
CVE-2024-34693;SNYK-PYTHON-APACHESUPERSET-7300156;https://security.snyk.io/vuln/SNYK-PYTHON-APACHESUPERSET-730015;no;no;yes;no;
CVE-2024-34345;SNYK-JS-CYCLONEDXCYCLONEDXLIBRARY-6820989;https://security.snyk.io/vuln/SNYK-JS-CYCLONEDXCYCLONEDXLIBRARY-682098;no;no;no;yes;
CVE-2024-34313;SNYK-UNMANAGED-JCRODRIGUEZDISVPLJAILSYSTEM-7369840;https://security.snyk.io/vuln/SNYK-UNMANAGED-JCRODRIGUEZDISVPLJAILSYSTEM-736984;no;no;yes;no;
CVE-2024-34102;SNYK-PHP-MAGENTOCOMMUNITYEDITION-7254887;https://security.snyk.io/vuln/SNYK-PHP-MAGENTOCOMMUNITYEDITION-725488;no;no;no;yes;
CVE-2024-34082;SNYK-PHP-GETGRAVGRAV-6854271;https://security.snyk.io/vuln/SNYK-PHP-GETGRAVGRAV-685427;no;no;yes;no;
CVE-2024-32465;SNYK-UNMANAGED-GITGIT-6841707;https://security.snyk.io/vuln/SNYK-UNMANAGED-GITGIT-684170;no;no;yes;no;
CVE-2024-32111;SNYK-PHP-JOHNPBLOCHWORDPRESSCORE-7411207;https://security.snyk.io/vuln/SNYK-PHP-JOHNPBLOCHWORDPRESSCORE-741120;no;no;yes;no;
CVE-2024-31860;SNYK-JAVA-ORGAPACHEZEPPELIN-6594002;https://security.snyk.io/vuln/SNYK-JAVA-ORGAPACHEZEPPELIN-659400;no;no;yes;no;
CVE-2024-31621;SNYK-JS-FLOWISE-6730105;https://security.snyk.io/vuln/SNYK-JS-FLOWISE-673010;no;no;yes;no;
CVE-2024-31457;SNYK-GOLANG-GITHUBCOMFLIPPEDAURORAGINVUEADMINSERVERAPIV1SYSTEM-6594327;https://security.snyk.io/vuln/SNYK-GOLANG-GITHUBCOMFLIPPEDAURORAGINVUEADMINSERVERAPIV1SYSTEM-659432;no;no;yes;no;
CVE-2024-29376;SNYK-PHP-SYLIUSSYLIUS-6672884;https://security.snyk.io/vuln/SNYK-PHP-SYLIUSSYLIUS-667288;no;yes;no;no;
CVE-2024-29196;SNYK-PHP-THORSTENPHPMYFAQ-6486006;https://security.snyk.io/vuln/SNYK-PHP-THORSTENPHPMYFAQ-648600;no;no;yes;no;
CVE-2024-29029;SNYK-GOLANG-GITHUBCOMUSEMEMOSMEMOSAPIV1-6670017;https://security.snyk.io/vuln/SNYK-GOLANG-GITHUBCOMUSEMEMOSMEMOSAPIV1-667001;no;no;yes;no;
CVE-2024-29028;SNYK-GOLANG-GITHUBCOMUSEMEMOSMEMOSAPIV1-6669949;https://security.snyk.io/vuln/SNYK-GOLANG-GITHUBCOMUSEMEMOSMEMOSAPIV1-666994;no;no;yes;no;
CVE-2024-28698;SNYK-DOTNET-CSLA-7548337;https://security.snyk.io/vuln/SNYK-DOTNET-CSLA-754833;no;no;yes;no;
CVE-2024-28151;SNYK-JAVA-ORGJENKINSCIPLUGINS-6405828;https://security.snyk.io/vuln/SNYK-JAVA-ORGJENKINSCIPLUGINS-640582;no;no;yes;no;
CVE-2024-27318;SNYK-PYTHON-ONNX-6231769;https://security.snyk.io/vuln/SNYK-PYTHON-ONNX-623176;no;no;yes;no;
CVE-2024-27102;SNYK-GOLANG-GITHUBCOMPTERODACTYLWINGSSERVERFILESYSTEM-6447887;https://security.snyk.io/vuln/SNYK-GOLANG-GITHUBCOMPTERODACTYLWINGSSERVERFILESYSTEM-644788;no;no;yes;no;
CVE-2024-27102;SNYK-GOLANG-GITHUBCOMPTERODACTYLWINGSSERVER-6447888;https://security.snyk.io/vuln/SNYK-GOLANG-GITHUBCOMPTERODACTYLWINGSSERVER-644788;no;no;yes;no;
CVE-2024-27102;SNYK-GOLANG-GITHUBCOMPTERODACTYLWINGSROUTER-6447886;https://security.snyk.io/vuln/SNYK-GOLANG-GITHUBCOMPTERODACTYLWINGSROUTER-644788;no;no;yes;no;
CVE-2024-27102;SNYK-GOLANG-GITHUBCOMPTERODACTYLWINGSINTERNALUFS-6447885;https://security.snyk.io/vuln/SNYK-GOLANG-GITHUBCOMPTERODACTYLWINGSINTERNALUFS-644788;no;no;yes;no;
CVE-2024-25711;SNYK-PYTHON-DIFFOSCOPE-6241896;https://security.snyk.io/vuln/SNYK-PYTHON-DIFFOSCOPE-624189;no;no;yes;no;
CVE-2024-24809;SNYK-JAVA-ORGTRACCAR-6596709;https://security.snyk.io/vuln/SNYK-JAVA-ORGTRACCAR-659670;no;no;yes;no;
CVE-2024-24591;SNYK-PYTHON-CLEARML-6230389;https://security.snyk.io/vuln/SNYK-PYTHON-CLEARML-623038;no;no;yes;no;
CVE-2024-24579;SNYK-GOLANG-GITHUBCOMANCHORESTEREOSCOPEPKGFILE-6226349;https://security.snyk.io/vuln/SNYK-GOLANG-GITHUBCOMANCHORESTEREOSCOPEPKGFILE-622634;no;no;yes;no;
CVE-2024-24569;SNYK-JAVA-IOGITHUBPIXEE-6227582;https://security.snyk.io/vuln/SNYK-JAVA-IOGITHUBPIXEE-622758;no;no;yes;no;
CVE-2024-23673;SNYK-JAVA-ORGAPACHESLING-6229990;https://security.snyk.io/vuln/SNYK-JAVA-ORGAPACHESLING-622999;no;no;yes;no;
CVE-2024-23657;SNYK-JS-NUXTDEVTOOLS-7640977;https://security.snyk.io/vuln/SNYK-JS-NUXTDEVTOOLS-764097;no;no;yes;no;
CVE-2024-22232;SNYK-PYTHON-SALT-6514869;https://security.snyk.io/vuln/SNYK-PYTHON-SALT-651486;no;no;yes;no;
CVE-2024-22231;SNYK-PYTHON-SALT-6514870;https://security.snyk.io/vuln/SNYK-PYTHON-SALT-651487;no;no;yes;no;
CVE-2024-22123;SNYK-UNMANAGED-ZABBIXZABBIX-7660070;https://security.snyk.io/vuln/SNYK-UNMANAGED-ZABBIXZABBIX-766007;no;no;yes;no;
CVE-2024-21891;SNYK-UPSTREAM-NODE-6255385;https://security.snyk.io/vuln/SNYK-UPSTREAM-NODE-625538;no;no;yes;no;
CVE-2024-1728;SNYK-PYTHON-GRADIO-6595845;https://security.snyk.io/vuln/SNYK-PYTHON-GRADIO-659584;no;no;yes;no;
CVE-2024-1594;SNYK-PYTHON-MLFLOW-6615697;https://security.snyk.io/vuln/SNYK-PYTHON-MLFLOW-661569;no;no;yes;no;
CVE-2024-1593;SNYK-PYTHON-MLFLOW-6501610;https://security.snyk.io/vuln/SNYK-PYTHON-MLFLOW-650161;no;no;yes;no;
CVE-2024-1560;SNYK-PYTHON-MLFLOW-6615820;https://security.snyk.io/vuln/SNYK-PYTHON-MLFLOW-661582;no;no;yes;no;
CVE-2024-1483;SNYK-PYTHON-MLFLOW-6615822;https://security.snyk.io/vuln/SNYK-PYTHON-MLFLOW-661582;no;no;yes;no;
CVE-2024-1459;SNYK-JAVA-IOUNDERTOW-7361775;https://security.snyk.io/vuln/SNYK-JAVA-IOUNDERTOW-736177;no;no;yes;no;
CVE-2024-1459;SNYK-JAVA-IOUNDERTOW-6248169;https://security.snyk.io/vuln/SNYK-JAVA-IOUNDERTOW-624816;no;no;yes;no;
CVE-2024-1433;SNYK-UNMANAGED-KDEPLASMAWORKSPACE-6248171;https://security.snyk.io/vuln/SNYK-UNMANAGED-KDEPLASMAWORKSPACE-624817;no;no;yes;no;
CVE-2024-1163;SNYK-JS-MAPSHAPER-6248176;https://security.snyk.io/vuln/SNYK-JS-MAPSHAPER-624817;no;no;yes;no;
CVE-2024-0964;SNYK-PYTHON-GRADIO-6229434;https://security.snyk.io/vuln/SNYK-PYTHON-GRADIO-622943;no;no;yes;no;
CVE-2023-6976;SNYK-PYTHON-MLFLOW-6134601;https://security.snyk.io/vuln/SNYK-PYTHON-MLFLOW-613460;no;no;yes;no;
CVE-2023-6909;SNYK-PYTHON-MLFLOW-6129712;https://security.snyk.io/vuln/SNYK-PYTHON-MLFLOW-612971;no;no;yes;no;
CVE-2023-6836;SNYK-JAVA-ORGWSO2CARBONREGISTRY-6132382;https://security.snyk.io/vuln/SNYK-JAVA-ORGWSO2CARBONREGISTRY-613238;no;no;no;yes;
CVE-2023-6836;SNYK-JAVA-ORGWSO2CARBONGOVERNANCE-6132379;https://security.snyk.io/vuln/SNYK-JAVA-ORGWSO2CARBONGOVERNANCE-613237;no;no;no;yes;
CVE-2023-6836;SNYK-JAVA-ORGWSO2CARBONEVENTPROCESSING-6132381;https://security.snyk.io/vuln/SNYK-JAVA-ORGWSO2CARBONEVENTPROCESSING-613238;no;no;no;yes;
CVE-2023-6836;SNYK-JAVA-ORGWSO2CARBONCOMMONS-6132384;https://security.snyk.io/vuln/SNYK-JAVA-ORGWSO2CARBONCOMMONS-613238;no;no;no;yes;
CVE-2023-6836;SNYK-JAVA-ORGWSO2CARBONANALYTICSCOMMON-6132380;https://security.snyk.io/vuln/SNYK-JAVA-ORGWSO2CARBONANALYTICSCOMMON-613238;no;no;no;yes;
CVE-2023-6836;SNYK-JAVA-ORGWSO2AM-6132383;https://security.snyk.io/vuln/SNYK-JAVA-ORGWSO2AM-613238;no;no;no;yes;
CVE-2023-6209;SNYK-UNMANAGED-THUNDERBIRD-6071717;https://security.snyk.io/vuln/SNYK-UNMANAGED-THUNDERBIRD-607171;no;no;yes;no;
CVE-2023-6209;SNYK-UNMANAGED-FIREFOXESR-6071719;https://security.snyk.io/vuln/SNYK-UNMANAGED-FIREFOXESR-607171;no;no;yes;no;
CVE-2023-6209;SNYK-UNMANAGED-FIREFOX-6071718;https://security.snyk.io/vuln/SNYK-UNMANAGED-FIREFOX-607171;no;no;yes;no;
CVE-2023-6149;SNYK-JAVA-COMQUALYSPLUGINS-6149925;https://security.snyk.io/vuln/SNYK-JAVA-COMQUALYSPLUGINS-614992;no;no;no;yes;
CVE-2023-6147;SNYK-JAVA-COMQUALYSPLUGINS-6182927;https://security.snyk.io/vuln/SNYK-JAVA-COMQUALYSPLUGINS-618292;no;no;no;yes;
CVE-2023-6021;SNYK-PYTHON-RAY-6091626;https://security.snyk.io/vuln/SNYK-PYTHON-RAY-609162;no;no;yes;no;
CVE-2023-52289;SNYK-PYTHON-FLASKCODE-6156634;https://security.snyk.io/vuln/SNYK-PYTHON-FLASKCODE-615663;no;no;yes;no;
CVE-2023-52138;SNYK-UNMANAGED-MATEDESKTOPENGRAMPA-6231839;https://security.snyk.io/vuln/SNYK-UNMANAGED-MATEDESKTOPENGRAMPA-623183;no;no;yes;no;
CVE-2023-51770;SNYK-JAVA-ORGAPACHEDOLPHINSCHEDULER-6258589;https://security.snyk.io/vuln/SNYK-JAVA-ORGAPACHEDOLPHINSCHEDULER-625858;no;no;yes;no;
CVE-2023-50380;SNYK-JAVA-ORGAPACHEAMBARICONTRIBVIEWS-6282896;https://security.snyk.io/vuln/SNYK-JAVA-ORGAPACHEAMBARICONTRIBVIEWS-628289;no;no;no;yes;
CVE-2023-49793;SNYK-PYTHON-CODECHECKER-7369291;https://security.snyk.io/vuln/SNYK-PYTHON-CODECHECKER-736929;no;no;yes;no;
CVE-2023-49733;SNYK-JAVA-ORGAPACHECOCOON-6095259;https://security.snyk.io/vuln/SNYK-JAVA-ORGAPACHECOCOON-609525;no;no;no;yes;
CVE-2023-49656;SNYK-JAVA-ORGJENKINSCIPLUGINS-6096049;https://security.snyk.io/vuln/SNYK-JAVA-ORGJENKINSCIPLUGINS-609604;no;no;no;yes;
CVE-2023-49655;SNYK-JAVA-ORGJENKINSCIPLUGINS-6096058;https://security.snyk.io/vuln/SNYK-JAVA-ORGJENKINSCIPLUGINS-609605;no;no;no;yes;
CVE-2023-49654;SNYK-JAVA-ORGJENKINSCIPLUGINS-6096057;https://security.snyk.io/vuln/SNYK-JAVA-ORGJENKINSCIPLUGINS-609605;no;no;no;yes;
CVE-2023-48362;SNYK-JAVA-ORGAPACHEDRILLCONTRIB-7554679;https://security.snyk.io/vuln/SNYK-JAVA-ORGAPACHEDRILLCONTRIB-755467;no;no;no;yes;
CVE-2023-47890;SNYK-PYTHON-PYLOADNG-6071706;https://security.snyk.io/vuln/SNYK-PYTHON-PYLOADNG-607170;no;no;yes;no;
CVE-2023-4782;SNYK-GOLANG-GITHUBCOMHASHICORPTERRAFORMINTERNALINITWD-5891116;https://security.snyk.io/vuln/SNYK-GOLANG-GITHUBCOMHASHICORPTERRAFORMINTERNALINITWD-589111;no;no;yes;no;
CVE-2023-46502;SNYK-JAVA-ORGOPENCRX-6041264;https://security.snyk.io/vuln/SNYK-JAVA-ORGOPENCRX-604126;no;no;no;yes;
CVE-2023-46497;SNYK-JS-EVERSHOP-6117626;https://security.snyk.io/vuln/SNYK-JS-EVERSHOP-611762;no;no;yes;no;
CVE-2023-46496;SNYK-JS-EVERSHOP-6117577;https://security.snyk.io/vuln/SNYK-JS-EVERSHOP-611757;no;no;yes;no;
CVE-2023-46493;SNYK-JS-EVERSHOP-6117576;https://security.snyk.io/vuln/SNYK-JS-EVERSHOP-611757;no;no;yes;no;
CVE-2023-46035;SNYK-RUBY-SVGOPTIMIZER-6026144;https://security.snyk.io/vuln/SNYK-RUBY-SVGOPTIMIZER-602614;no;no;no;yes;
CVE-2023-45197;SNYK-PHP-VRANAADMINER-7361755;https://security.snyk.io/vuln/SNYK-PHP-VRANAADMINER-736175;no;no;yes;no;
CVE-2023-45139;SNYK-PYTHON-FONTTOOLS-6133203;https://security.snyk.io/vuln/SNYK-PYTHON-FONTTOOLS-613320;no;no;no;yes;
CVE-2023-43803;SNYK-GOLANG-GITHUBCOMARDUINOARDUINOCREATEAGENT-6008983;https://security.snyk.io/vuln/SNYK-GOLANG-GITHUBCOMARDUINOARDUINOCREATEAGENT-600898;no;no;yes;no;
CVE-2023-43802;SNYK-GOLANG-GITHUBCOMARDUINOARDUINOCREATEAGENT-6008982;https://security.snyk.io/vuln/SNYK-GOLANG-GITHUBCOMARDUINOARDUINOCREATEAGENT-600898;no;no;yes;no;
CVE-2023-43801;SNYK-GOLANG-GITHUBCOMARDUINOARDUINOCREATEAGENT-6008978;https://security.snyk.io/vuln/SNYK-GOLANG-GITHUBCOMARDUINOARDUINOCREATEAGENT-600897;no;no;yes;no;
CVE-2023-42445;SNYK-JAVA-ORGGRADLE-5952351;https://security.snyk.io/vuln/SNYK-JAVA-ORGGRADLE-595235;no;no;no;yes;
CVE-2023-4218;SNYK-JAVA-ORGECLIPSEPLATFORM-6096276;https://security.snyk.io/vuln/SNYK-JAVA-ORGECLIPSEPLATFORM-609627;no;no;no;yes;
CVE-2023-4218;SNYK-JAVA-ORGECLIPSEPLATFORM-6096275;https://security.snyk.io/vuln/SNYK-JAVA-ORGECLIPSEPLATFORM-609627;no;no;no;yes;
CVE-2023-4218;SNYK-JAVA-ORGECLIPSEPLATFORM-6096274;https://security.snyk.io/vuln/SNYK-JAVA-ORGECLIPSEPLATFORM-609627;no;no;no;yes;
CVE-2023-4218;SNYK-JAVA-ORGECLIPSEPLATFORM-6096273;https://security.snyk.io/vuln/SNYK-JAVA-ORGECLIPSEPLATFORM-609627;no;no;no;yes;
CVE-2023-4218;SNYK-JAVA-ORGECLIPSEPLATFORM-6096272;https://security.snyk.io/vuln/SNYK-JAVA-ORGECLIPSEPLATFORM-609627;no;no;no;yes;
CVE-2023-4218;SNYK-JAVA-ORGECLIPSEPLATFORM-6096271;https://security.snyk.io/vuln/SNYK-JAVA-ORGECLIPSEPLATFORM-609627;no;no;no;yes;
CVE-2023-4218;SNYK-JAVA-ORGECLIPSEPLATFORM-6096270;https://security.snyk.io/vuln/SNYK-JAVA-ORGECLIPSEPLATFORM-609627;no;no;no;yes;
CVE-2023-4218;SNYK-JAVA-ORGECLIPSEPLATFORM-6096269;https://security.snyk.io/vuln/SNYK-JAVA-ORGECLIPSEPLATFORM-609626;no;no;no;yes;
CVE-2023-4218;SNYK-JAVA-ORGECLIPSEPLATFORM-6096268;https://security.snyk.io/vuln/SNYK-JAVA-ORGECLIPSEPLATFORM-609626;no;no;no;yes;
CVE-2023-4218;SNYK-JAVA-ORGECLIPSEPLATFORM-6096267;https://security.snyk.io/vuln/SNYK-JAVA-ORGECLIPSEPLATFORM-609626;no;no;no;yes;
CVE-2023-4218;SNYK-JAVA-ORGECLIPSEPLATFORM-6096266;https://security.snyk.io/vuln/SNYK-JAVA-ORGECLIPSEPLATFORM-609626;no;no;no;yes;
CVE-2023-4218;SNYK-JAVA-ORGECLIPSEPLATFORM-6096265;https://security.snyk.io/vuln/SNYK-JAVA-ORGECLIPSEPLATFORM-609626;no;no;no;yes;
CVE-2023-4218;SNYK-JAVA-ORGECLIPSEPLATFORM-6096264;https://security.snyk.io/vuln/SNYK-JAVA-ORGECLIPSEPLATFORM-609626;no;no;no;yes;
CVE-2023-4218;SNYK-JAVA-ORGECLIPSEPLATFORM-6096263;https://security.snyk.io/vuln/SNYK-JAVA-ORGECLIPSEPLATFORM-609626;no;no;no;yes;
CVE-2023-4218;SNYK-JAVA-ORGECLIPSEPLATFORM-6096262;https://security.snyk.io/vuln/SNYK-JAVA-ORGECLIPSEPLATFORM-609626;no;no;no;yes;
CVE-2023-4218;SNYK-JAVA-ORGECLIPSEPLATFORM-6096261;https://security.snyk.io/vuln/SNYK-JAVA-ORGECLIPSEPLATFORM-609626;no;no;no;yes;
CVE-2023-4218;SNYK-JAVA-ORGECLIPSEPLATFORM-6096260;https://security.snyk.io/vuln/SNYK-JAVA-ORGECLIPSEPLATFORM-609626;no;no;no;yes;
CVE-2023-4218;SNYK-JAVA-ORGECLIPSEPLATFORM-6096259;https://security.snyk.io/vuln/SNYK-JAVA-ORGECLIPSEPLATFORM-609625;no;no;no;yes;
CVE-2023-4218;SNYK-JAVA-ORGECLIPSEPLATFORM-6096258;https://security.snyk.io/vuln/SNYK-JAVA-ORGECLIPSEPLATFORM-609625;no;no;no;yes;
CVE-2023-4218;SNYK-JAVA-ORGECLIPSEPLATFORM-6096257;https://security.snyk.io/vuln/SNYK-JAVA-ORGECLIPSEPLATFORM-609625;no;no;no;yes;
CVE-2023-4218;SNYK-JAVA-ORGECLIPSEPLATFORM-6096256;https://security.snyk.io/vuln/SNYK-JAVA-ORGECLIPSEPLATFORM-609625;no;no;no;yes;
CVE-2023-4218;SNYK-JAVA-ORGECLIPSEPLATFORM-6096254;https://security.snyk.io/vuln/SNYK-JAVA-ORGECLIPSEPLATFORM-609625;no;no;no;yes;
CVE-2023-4218;SNYK-JAVA-ORGECLIPSEPLATFORM-6096253;https://security.snyk.io/vuln/SNYK-JAVA-ORGECLIPSEPLATFORM-609625;no;no;no;yes;
CVE-2023-4218;SNYK-JAVA-ORGECLIPSEPLATFORM-6096252;https://security.snyk.io/vuln/SNYK-JAVA-ORGECLIPSEPLATFORM-609625;no;no;no;yes;
CVE-2023-4218;SNYK-JAVA-ORGECLIPSEPLATFORM-6096251;https://security.snyk.io/vuln/SNYK-JAVA-ORGECLIPSEPLATFORM-609625;no;no;no;yes;
CVE-2023-4218;SNYK-JAVA-ORGECLIPSEPLATFORM-6096250;https://security.snyk.io/vuln/SNYK-JAVA-ORGECLIPSEPLATFORM-609625;no;no;no;yes;
CVE-2023-4218;SNYK-JAVA-ORGECLIPSEPLATFORM-6096249;https://security.snyk.io/vuln/SNYK-JAVA-ORGECLIPSEPLATFORM-609624;no;no;no;yes;
CVE-2023-4218;SNYK-JAVA-ORGECLIPSEJDT-6096279;https://security.snyk.io/vuln/SNYK-JAVA-ORGECLIPSEJDT-609627;no;no;no;yes;
CVE-2023-4218;SNYK-JAVA-ORGECLIPSEJDT-6096278;https://security.snyk.io/vuln/SNYK-JAVA-ORGECLIPSEJDT-609627;no;no;no;yes;
CVE-2023-4218;SNYK-JAVA-ORGECLIPSEJDT-6096277;https://security.snyk.io/vuln/SNYK-JAVA-ORGECLIPSEJDT-609627;no;no;no;yes;
CVE-2023-4218;SNYK-JAVA-ORGECLIPSEJDT-6096255;https://security.snyk.io/vuln/SNYK-JAVA-ORGECLIPSEJDT-609625;no;no;no;yes;
CVE-2023-41933;SNYK-JAVA-ORGJENKINSCIPLUGINS-5885104;https://security.snyk.io/vuln/SNYK-JAVA-ORGJENKINSCIPLUGINS-588510;no;no;no;yes;
CVE-2023-41932;SNYK-JAVA-ORGJENKINSCIPLUGINS-5885102;https://security.snyk.io/vuln/SNYK-JAVA-ORGJENKINSCIPLUGINS-588510;no;no;yes;no;
CVE-2023-41930;SNYK-JAVA-ORGJENKINSCIPLUGINS-5885105;https://security.snyk.io/vuln/SNYK-JAVA-ORGJENKINSCIPLUGINS-588510;no;no;yes;no;
CVE-2023-41578;SNYK-JAVA-ORGJEECGFRAMEWORKBOOT-5891117;https://security.snyk.io/vuln/SNYK-JAVA-ORGJEECGFRAMEWORKBOOT-589111;no;no;yes;no;
CVE-2023-41057;SNYK-PYTHON-HYPERBUMPIT-5880688;https://security.snyk.io/vuln/SNYK-PYTHON-HYPERBUMPIT-588068;no;no;yes;no;
CVE-2023-41044;SNYK-JAVA-ORGGRAYLOG2-5759293;https://security.snyk.io/vuln/SNYK-JAVA-ORGGRAYLOG2-575929;no;no;yes;no;
CVE-2023-41040;SNYK-PYTHON-GITPYTHON-5876644;https://security.snyk.io/vuln/SNYK-PYTHON-GITPYTHON-587664;no;no;yes;no;
CVE-2023-41034;SNYK-JAVA-ORGECLIPSELESHAN-5880588;https://security.snyk.io/vuln/SNYK-JAVA-ORGECLIPSELESHAN-588058;no;no;no;yes;
CVE-2023-40827;SNYK-JAVA-ORGPF4J-5862957;https://security.snyk.io/vuln/SNYK-JAVA-ORGPF4J-586295;no;no;yes;no;
CVE-2023-40026;SNYK-GOLANG-GITHUBCOMARGOPROJARGOCDV2UTILNOTIFICATIONARGOCD-5923414;https://security.snyk.io/vuln/SNYK-GOLANG-GITHUBCOMARGOPROJARGOCDV2UTILNOTIFICATIONARGOCD-592341;no;no;yes;no;
CVE-2023-40026;SNYK-GOLANG-GITHUBCOMARGOPROJARGOCDV2UTILIOPATH-5923413;https://security.snyk.io/vuln/SNYK-GOLANG-GITHUBCOMARGOPROJARGOCDV2UTILIOPATH-592341;no;no;yes;no;
CVE-2023-40026;SNYK-GOLANG-GITHUBCOMARGOPROJARGOCDV2UTILHELM-5923412;https://security.snyk.io/vuln/SNYK-GOLANG-GITHUBCOMARGOPROJARGOCDV2UTILHELM-592341;no;no;yes;no;
CVE-2023-40026;SNYK-GOLANG-GITHUBCOMARGOPROJARGOCDV2UTILARGO-5923415;https://security.snyk.io/vuln/SNYK-GOLANG-GITHUBCOMARGOPROJARGOCDV2UTILARGO-592341;no;no;yes;no;
CVE-2023-40026;SNYK-GOLANG-GITHUBCOMARGOPROJARGOCDV2SERVERREPOSITORY-5923411;https://security.snyk.io/vuln/SNYK-GOLANG-GITHUBCOMARGOPROJARGOCDV2SERVERREPOSITORY-592341;no;no;yes;no;
CVE-2023-40026;SNYK-GOLANG-GITHUBCOMARGOPROJARGOCDV2SERVERAPPLICATION-5923410;https://security.snyk.io/vuln/SNYK-GOLANG-GITHUBCOMARGOPROJARGOCDV2SERVERAPPLICATION-592341;no;no;yes;no;
CVE-2023-40026;SNYK-GOLANG-GITHUBCOMARGOPROJARGOCDV2REPOSERVERREPOSITORY-5923409;https://security.snyk.io/vuln/SNYK-GOLANG-GITHUBCOMARGOPROJARGOCDV2REPOSERVERREPOSITORY-592340;no;no;yes;no;
CVE-2023-40026;SNYK-GOLANG-GITHUBCOMARGOPROJARGOCDV2REPOSERVERAPICLIENT-5923408;https://security.snyk.io/vuln/SNYK-GOLANG-GITHUBCOMARGOPROJARGOCDV2REPOSERVERAPICLIENT-592340;no;no;yes;no;
